Failas	Tema	Straipsnio_pavadinimas	Vertinamas_teiginys	Publikavimo_data	Nuoroda	Žodžių_skaičius	Paneigė	Paneigimo_nuoroda
UN_COV_47	Covid-19	MSM pripažįsta, kad geriausio gydytojo COVID injekcija pablogino jo vėžį	MSM pripažįsta, kad geriausio gydytojo COVID injekcija pablogino jo vėžį	2022-09-25	https://paranormal.lt/2022-09-25-16	486	Delfi Melo detektorius	https://www.delfi.lt/news/melo-detektorius/melas/garsaus-gydytojo-vezi-melagingai-susiejo-su-covid-19-vakcinomis.d?id=91335103
UN_POL_13	Politika	Naujasis Italijos premjeras, sakydamas įspūdingą pergalės kalbą, pažadėjo apginti Italiją nuo Klauso Schwabo WEF	Pergalės kalboje G. Meloni pažadėjo apginti Italiją nuo Klauso Schwabo ir Pasaulio ekonomikos forumo	2022-09-26	https://paranormal.lt/2022-09-26-8	430	Delfi Melo detektorius	https://www.delfi.lt/news/melo-detektorius/melas/skleidzia-melus-apie-italijos-rinkimu-nugaletojos-meloni-pergales-kalba.d?id=91332973
UN_UKR_13	Karas Ukrainoje	JAV pagaliau pripažino, kad Ukraina bombardavo Zaporožės atominę elektrinę	JAV patvirtino, kad Ukraina bombardavo Zaporožės atominę elektrinę	2022-09-16	https://ekspertai.eu/jav-pagaliau-pripazinokad-ukraina-bombardavo-zaporozes-atomine-elektrine/	121	Delfi Melo detektorius	https://www.delfi.lt/news/melo-detektorius/melas/meluoja-kad-jav-patvirtino-apie-pavojinga-ukrainos-ispuoli.d?id=91325685
UN_COV_48	Covid-19	Vyskupų kreipimasis dėl neetiškų koronaviruso vakcinų: vakcina, pagrįsta kito žmogaus mirtimi, katalikui nepriimtina	HEK293 vakcinos ląstelių linija yra pagrįsta gyvais išpjaustytais žmogaus embrionais	2020-12-12	https://lebionka.blogspot.com/2020/12/vyskupu-kreipimasis-del-neetisku.html	1197	Delfi Melo detektorius	https://www.delfi.lt/news/melo-detektorius/melas/netikekite-gasdinimais-kas-is-tiesu-yra-hek293-lasteliu-linija-ir-kam-ji-naudojama.d?id=91118761
UN_COV_49	Covid-19	Lenkijos mokslininkai kreipėsi į šalies dvasininkus dėl vakcinacijos pavojų	HEK293 vakcinos ląstelių linija yra pagrįsta gyvais išpjaustytais žmogaus embrionais	2021-08-30	https://www.laikmetis.lt/lenkijos-mokslininkai-kreipesi-i-salies-dvasininkus-del-vakcinacijos-pavoju/	1047	Delfi Melo detektorius	https://www.delfi.lt/news/melo-detektorius/melas/netikekite-gasdinimais-kas-is-tiesu-yra-hek293-lasteliu-linija-ir-kam-ji-naudojama.d?id=91118761
UN_APL_10	Aplinkosauga	CŽV vadovas pripažino, kad „chemtrails“ nėra sąmokslo teorija	CŽV direktorius pripažino valdybos planus užsiimti geoinžinerija 	2016-10-02	https://ekspertai.eu/czv-vadovas-pripazinokadchemtrailsnera-samokslo-teorija89886	271	Delfi Melo detektorius	https://www.delfi.lt/news/melo-detektorius/melas/ar-tikrai-buves-czv-direktorius-atskleide-valdybos-planus-uzsiimti-geoinzinerija-96227571
UN_UKR_14	Karas Ukrainoje	Balsavimas Seime: 100 parlamentarų pritarė galimam karių siuntimui į Ukrainą	Lietuvos Seime priimtas sprendimas ir suteikta galimybė siųsti karius į karo zoną Ukrainoje.	2024-03-05	https://77.lt/balsavimas-seime-100-parlamentaru-pritare-galimam-kariu-siuntimui-i-ukraina	1230	Delfi Melo detektorius	 https://www.delfi.lt/news/melo-detektorius/melas/ar-lietuva-i-karo-zona-ukrainoje-issius-100-kariu-96172613
UN_UKR_15	Karas Ukrainoje	Lietuviai gamina dronus, kuriais žudomi praeiviai Donecko gatvėse	Lietuvių dronai naudojami žudyti praeivius Donecke	2024-02-24	https://ghostarchive.org/archive/SSaRM	54	Delfi Melo detektorius	https://www.delfi.lt/news/melo-detektorius/melas/ar-tikrai-vaizdo-irase-uzfiksuoti-lietuviu-dronais-zudomi-praeiviai-donecke-96148959
UN_COV_50	Covid-19	FDA įspėja tėvus, kad COVID skiepai mažamečiams sukelia mirtinus traukulius	FDA (JAV Maisto ir vaistų administracija – aut. past.) įspėja tėvus, kad COVID skiepai mažamečiams sukelia mirtinus traukulius (čia).	2023-10-20	https://archive.ph/v22Lz	808	Delfi Melo detektorius	https://www.delfi.lt/news/melo-detektorius/melas/ar-tikrai-po-covid-19-skiepu-mazus-vaikus-istinka-mirtini-traukuliai-94957381
UN_COV_51	Covid-19	Seimo narys įtaria, kad virusas sukurtas tyčia	Seimo narys įtaria, kad virusas sukurtas tyčia	2020-05-19	https://www.respublika.lt/lt/naujienos/nuomones_ir_komentarai/bus_isklausyta/seimo_narys_itaria_kad_virusas_sukurtas_tycia/	761	Delfi Melo detektorius	https://www.delfi.lt/news/melo-detektorius/melas/seimo-narys-pasidalijo-ne-karta-paneigtais-teiginiais-svarsto-apie-dirbtine-koronaviruso-kilme-samokslu-itaria-bila-gates-a-84331899
UN_COV_52	Covid-19	Seimo narys įtaria, kad virusas sukurtas tyčia	Seimo narys įtaria, kad virusas sukurtas tyčia	2020-05-19	https://ve.lt/naujienos/sveikata/sveikata/seimo-narys-itaria-kad-virusas-sukurtas-tycia-1801040	919	Delfi Melo detektorius	https://www.delfi.lt/news/melo-detektorius/melas/seimo-narys-pasidalijo-ne-karta-paneigtais-teiginiais-svarsto-apie-dirbtine-koronaviruso-kilme-samokslu-itaria-bila-gates-a-84331899
UN_COV_53	Covid-19	Žmonių atsiliepimai apie įdiotizmą pavadinimu korona, kuriuos manau verta išsaugoti	Šveicarija, Turkija, Čekija, Ukraina - palieka koronaviruso projektą. <...> Ir tik Lietuva tęsia karantiną dar dviems savaitėms.	2020-10-18	https://neteisybiuviesinimas.com/2020/05/06/zmoniu-atsiliepimai-apie-idiotizma-pavadinimu-korona-kuriuos-manau-verta-issaugoti/	3883	Delfi Melo detektorius	https://www.delfi.lt/news/melo-detektorius/melas/skelbia-melagystes-apie-koronaviruso-projekta-paliekancias-salis-84207957
UN_SOC_11	Kita	Mikroschema Napoleono kaukolėje? 	 Napoleono kaukolėje aptikta mikroschema didino jo protinius gebėjimus	2020-08-23	https://paranormal.lt/mikroschema-napoleono-kaukoleje	500	Delfi Melo detektorius	https://www.delfi.lt/news/melo-detektorius/melas/pasidalino-klastote-tikina-kad-napoleono-kaukoleje-aptikta-mikroschema-didino-jo-protinius-gebejimus-85071745
UN_APL_11	Aplinkosauga	5G ryšys: politikai nesupranta, ką daro	Tvirtina, kad padidinus elektromagnetinės taršos normą sulauksime tragiškų pasekmių, bet mokslas sako ką kita	2020-10-19	https://www.respublika.lt/lt/naujienos/mokslas/technika/5g_rysys_politikai_nesupranta_ka_daro/	1155	Delfi Melo detektorius	https://www.delfi.lt/news/melo-detektorius/melas/tvirtina-kad-padidinus-elektromagnetines-tarsos-norma-sulauksime-tragisku-pasekmiu-bet-mokslas-sako-ka-kita-85558043
UN_SOC_12	Kita	Per kirmgrauža keliavęs NSO pasirodė Jungtinėje Karalystėje	Per kirmgrauža keliavęs NSO pasirodė Jungtinėje Karalystėje	2015-05-14	https://paranormal.lt/news/per_kirmgrauza_keliaves_nso_pasirode_jungtineje_karalysteje/2015-05-14-211	152	Delfi Melo detektorius	https://www.delfi.lt/news/melo-detektorius/melas/ufologo-fantazijas-skelbia-kaip-fakta-86471401
UN_SOC_13	Kita	Griežta karantino ir apribojimų tvarka praretino Lietuvos gyventojų skaičių	Griežta karantino ir apribojimų tvarka praretino Lietuvos gyventojų skaičių	2021-01-21	https://infa.lt/55878/griezta-karantino-ir-apribojimu-tvarka-praretino-lietuvos-gyventoju-skaiciu/	599	Delfi Melo detektorius	https://www.delfi.lt/news/melo-detektorius/melas/dar-viename-infalt-tekste-klaidinanti-informacija-apie-covid-19-skiepus-ir-pandemija-86320171
UN_SVE_15	Sveikata	Nuo lapkričio 1 dienos planuojama įteisinti privalomus skiepus	Nuo lapkričio 1 dienos planuojama įteisinti privalomus skiepus	2021-08-14	https://infa.lt/62756/nuo-lapkricio-1-dienos-planuojama-iteisinti-privalomus-skiepus/	519	Delfi Melo detektorius	https://www.delfi.lt/news/melo-detektorius/melas/klaidina-esa-skiepai-taps-privalomi-istatymo-pakeitimo-projekte-nurodoma-kas-kita-87988131
UN_SVE_16	Sveikata	Prancūzų medikai atsisako skiepytis, o lietuviai? Rezultatai gali nustebinti	Pusantro milijono medikų Prancūzijoje atsisakė skiepytis nuo COVID-19	2021-07-27	https://tikrojilietuva.net/straipsniai/naujausios-zinios/prancuzu-medikai-atsisako-skiepytis-o-lietuviai-rezultatai-gali-nustebinti/	272	Delfi Melo detektorius	https://www.delfi.lt/news/melo-detektorius/melas/ne-pusantro-milijono-mediku-prancuzijoje-neatsisake-skiepytis-nuo-covid-19-87794273
UN_SOC_14	Kita	Dešimtys tūkstančių žmonių miršta nuo pirmųjų dviejų kovido injekcijų, nes FDA ir CDC skatina trečiąją "stiprinamąją" injekciją	Dešimtys tūkstančių žmonių miršta nuo pirmųjų dviejų kovido injekcijų, nes FDA ir CDC skatina trečiąją "stiprinamąją" injekciją	2021-08-19	https://paranormal.lt/news-2021-08-19-5	647	Delfi Melo detektorius	https://www.delfi.lt/mokslas/mokslas/griebiasi-sunkiosios-artilerijos-paskleide-melagingas-zinias-apie-del-covid-19-vakcinos-besizudancius-vaikus-88068773
UN_SVE_17	Sveikata	Aurimas Guoga: Ką galite padaryti kad šiuo metu išgelbėtume gyvybių?	Vakcina naikina imunitetą	2021-11-01	https://minfo.lt/posts/aurimas-guoga-ka-galite-padaryti-kad-siuo-metu-isgelbetume-gyvybiu	401	Delfi Melo detektorius	https://www.delfi.lt/news/melo-detektorius/melas/meluoja-kad-vakcina-naikina-imuniteta-stai-kaip-ji-veikia-is-tiesu-88642297
UN_SVE_18	Sveikata	COVID-19 statistika: tendencingai pateikiama informacija iškreipia realią situaciją	Mirtingumo duomenys baugina dėl perteklinių mirčių, o ne COVID-19	2021-10-08	https://firmusmedicus.lt/covid-19-statistika-tendencingai-pateikiama-informacija-iskreipia-realia-situacija/	3140	Delfi Melo detektorius	https://www.delfi.lt/news/melo-detektorius/manipuliacija/manipuliuodami-skaiciais-pateikia-abejone-del-covid-19-mirciu-kaip-yra-is-tiesu-88556935
UN_SVE_19	Sveikata	Vyriausybė slepia informaciją apie komplikacijas po skiepo? – Ar kas nors tikrins tai?	Vyriausybė slepia informaciją apie komplikacijas po skiepo	2021-09-27	https://infa.lt/63744/vyriausybe-slepia-informacija-apie-komplikacijas-po-skiepo-ar-kas-nors-tikrins-tai/	188	Delfi Melo detektorius	https://www.delfi.lt/news/melo-detektorius/melas/paskleide-melagiena-apie-kauno-klinikose-gydomus-ligonius-88316985
UN_SVE_20	Sveikata	Covid "vakcinos" neleidžia recipientams NIEKADA įgyti tikro imuniteto	Covid „vakcinos“ neleidžia recipientams niekada įgyti tikro imuniteto	2021-12-13	https://paranormal.lt/2021-12-13-6	497	Delfi Melo detektorius	https://www.delfi.lt/news/melo-detektorius/melas/abejotinas-britu-autorius-skleidzia-mela-apie-imuniteta-ne-skiepai-jo-nesusilpnina-88971425
UN_SVE_21	Sveikata	CDC ką tik įspėjo, kad iki Kalėdų KIEKVIENĄ SAVAITĘ mirs 15 000 amerikiečių, tačiau iš tikrųjų vis greičiau miršta nuo vakcinų	Vakcinos yra tas pats, kas COVID-19	2021-12-19	https://paranormal.lt/2021-12-19-7	939	Delfi Melo detektorius	https://www.delfi.lt/news/melo-detektorius/melas/skelbia-mela-kad-mirstama-nuo-paciu-vakcinu-stai-akivaizdus-irodymai-kad-yra-priesingai-89086511
UN_SVE_22	Sveikata	Skaičiai nemeluoja: britų vaikai 52 kartus dažniau miršta po COVID injekcijos	Britų vaikai 52 kartus dažniau miršta po COVID injekcijos	2022-02-05	https://paranormal.lt/2022-02-05-9	526	Delfi Melo detektorius	https://www.delfi.lt/news/melo-detektorius/melas/vaikai-dazniau-mirsta-po-injekcijos-is-pirsto-lauzti-skaiciai-kuriais-gasdina-tevus-89544249
UN_SVE_23	Sveikata	Medicinos žurnalai dabar CENZŪRUOJA visus mokslinius tyrimus, kuriuose fiksuojamos nepageidaujamos vakcinų reakcijos	Pandemija yra sufabrikuota	2022-05-01	https://paranormal.lt/2022-05-01-27	738	Delfi Melo detektorius	https://www.delfi.lt/news/melo-detektorius/melas/melagienu-kurejai-kalba-apie-pranesimu-klaidas-ir-kaltina-mokslininkus-nuslepus-blogu-reakciju-i-skiepus-skaicius-90349101
UN_POL_14	Politika	Baltųjų rūmų gydytojo bomba: ‘Bidenui išrašomi vaistai nuo demencijos, kad jis išgyventų dieną’	Bidenui išrašomi vaistai nuo demencijos, kad jis išgyventų dieną	2022-07-18	https://paranormal.lt/2022-07-18-2	338	Delfi Melo detektorius	https://www.delfi.lt/news/melo-detektorius/melas/susikompromitaves-gydytojas-melagingai-skelbia-bidenui-israsomi-vaistai-nuo-demencijos-90811435
UN_SOC_15	Kita	Ką turėtų žinoti apie COVID-19 vakcinas Lietuvos Bakteriologinio ginklo koncentracijos stovyklos gyventojai?	COVID – tai karinė operacija, kurią Vakarų Vyriausybės nukreipė prieš savo šalių gyventojus. Jos tikslas buvo priversti žmones vakcinuotis, kad jie po to masiškai mirtų	2021-01-03	https://ekspertai.eu/ka-turetu-zinoti-apie-covid-19-vakcinas-lietuvos-bakteriologinio-ginklo-koncentracijos-stovyklos-gyventojai103580	2673	Delfi Melo detektorius	https://www.delfi.lt/news/melo-detektorius/melas/ar-tiesa-kad-covid-19-pandemija-buvo-karine-operacija-96536181
UN_SVE_24	Sveikata	Į visus įspėjimus nebuvo atsižvelgta: Europą užklupo vėžio epidemija	Daugelyje medvilninių tamponų, naudojamų atliekant „Covid“ tyrimus, yra kancerogeninio etileno oksido“ ir „ekspertų teigimu, eksperimentinės „Covid“ „vakcinos“ jau dabar lemia didelį vėžio atvejų skaičiaus padidėjimą visame pasaulyje	2022-11-21	https://archive.ph/2022.11.25-144540/https://viesulas22.blogspot.com/2022/11/i-visus-ispejimus-nebuvo-atsizvelgta.html	325	Delfi Melo detektorius	https://www.delfi.lt/news/melo-detektorius/melas/ne-nei-covid-19-skiepai-nei-testavimui-naudojami-medvilniniai-tamponai-nesukelia-vezio-91858819
UN_UKR_16	Karas Ukrainoje	Asia Times: Prancūzija išsiuntė karius į Ukrainą	Prancūzija išsiuntė karius į Ukrainą	2024-05-05	https://bukimevieningi.lt/asia-times-prancuzija-issiunte-karius-i-ukraina/	1190	Patikrinta 15min	https://www.15min.lt/naujiena/aktualu/pasaulis/ar-tikrai-prancuzija-siuncia-svetimsaliu-legiono-karius-i-ukrainos-fronta-57-2244540
UN_UKR_17	Karas Ukrainoje	Financial Times: Lietuva pasiruošusi siųsti karius į Ukrainą	Lietuva siunčia karius į Ukrainą	2024-03-16	https://77.lt/mindaugas-puidokas-ka-reikstu-lietuvai-kariu-siuntimas-i-ukraina	1391	Patikrinta 15min	https://www.15min.lt/naujiena/aktualu/lietuva/ar-tikrai-lietuva-siuncia-karius-i-ukraina-56-2202990
UN_POL_15	Politika	Per kurią valstybę Anušauskas siųs karius į Ukrainą – Lenkiją ar Baltarusiją?	Lietuva siunčia karius į Ukrainą	2024-03-01	https://ekspertai.eu/per-kuria-valstybe-anusauskas-sius-karius-i-ukraina-lenkija-ar-baltarusija111093/	452	Patikrinta 15min	https://www.15min.lt/naujiena/aktualu/lietuva/ar-tikrai-lietuva-siuncia-karius-i-ukraina-56-2202990
UN_SVE_25	Sveikata	Mokslininkai paskelbė, kad ivermektinas gydo vėžį - Žiniasklaidos užtemimas	Kai kuriuose tyrimuose buvo nagrinėjamas ivermektino naudojimas onkologinių ligų gydymui	2023-10-30	https://archive.ph/NfP09	402	Patikrinta 15min	https://www.15min.lt/naujiena/aktualu/lietuva/vezi-siulo-gydyti-antiparazitiniais-vaistais-medikai-ispeja-apie-pavoju-56-2173900
UN_APL_12	Aplinkosauga	Teksasas tapo pirmąja valstija, galinčia uždrausti chemtreilus	Teksasas tapo pirmąja valstija, galinčia uždrausti chemtreilus	2023-01-20	https://archive.ph/lTyao#selection-947.0-947.62	448	Patikrinta 15min	https://www.15min.lt/naujiena/aktualu/pasaulis/ir-vel-chemtreilai-ar-tikrai-ju-egzistavima-pripazista-uzsienio-valstybes-57-2172292
UN_POL_16	Politika	Gera Nausėdienės draugė Olena Zelenska apkaltinta prekyba vaikais	Olenos Zelenskos fondas įsipainiojęs į prekybą vaikais	2023-11-08	https://laisvas.info/gera-nausedienes-drauge-olena-zelenska-apkaltinta-prekyba-vaikais/	940	Patikrinta 15min	https://www.15min.lt/naujiena/aktualu/pasaulis/vel-propagandos-auka-ar-tikrai-olenos-zelenskos-fondas-isipainiojes-i-prekyba-vaikais-57-2149128
UN_POL_17	Politika	Atskleistas Epšteino prekybos vaikais Ukrainoje tinklas	Olenos Zelenskos fondas įsipainiojęs į prekybą vaikais	2024-01-07	https://laisvas.info/atskleistas-epsteino-prekybos-vaikais-ukrainoje-tinklas/	1373	Patikrinta 15min	https://www.15min.lt/naujiena/aktualu/pasaulis/vel-propagandos-auka-ar-tikrai-olenos-zelenskos-fondas-isipainiojes-i-prekyba-vaikais-57-2149128
UN_POL_18	Politika	Skelbia sensaciją. „Prigožinas gyvas, ir Putinas tai žino“	J.Prigožinas – gyvas ir netrukus pasirodys	2023-08-30	https://infozinios.lt/politika/skelbia-sensacija-prigozinas-gyvas-ir-putinas-tai-zino/	272	Patikrinta 15min	https://www.15min.lt/naujiena/aktualu/pasaulis/kai-kurie-rusai-vis-dar-tiki-kad-j-prigozinas-gyvas-ir-netrukus-pasirodys-57-2144810
UN_POL_19	Politika	J. Prigožinas žuvo... Ar tikrai? Tai jau ne pirmas kartas!	J.Prigožinas – gyvas ir netrukus pasirodys	2023-08-24	https://77.lt/j-prigozinas-zuvo-ar-tikrai-tai-jau-ne-pirmas-kartas	980	Patikrinta 15min	https://www.15min.lt/naujiena/aktualu/pasaulis/kai-kurie-rusai-vis-dar-tiki-kad-j-prigozinas-gyvas-ir-netrukus-pasirodys-57-2144810
UN_UKR_18	Karas Ukrainoje	Ukrainos denacifikacija. Kaip elgiasi naciai? Ar ukronazizmo šaknys yra Europoje?	Ukrainoje kovojama prieš neonacizmą	2022-05-26	https://ldiena.com/straipsnis/23733/ukrainos-denacifikacija-kaip-elgiasi-naciai-ar-ukronazizmo-saknys-yra-europoje	245	Patikrinta 15min	https://www.15min.lt/naujiena/aktualu/pasaulis/rusijos-skleidziamas-melas-nusikrauste-iki-afrikos-tvirtina-kad-ukrainoje-kovojama-pries-neonacizma-57-2118090
UN_UKR_19	Karas Ukrainoje	Eduardas Vaitkus. MES pradėjome KARĄ prieš Rusiją	Karą Ukrainoje pradėjo ne V.Putinas	2022-07-23	https://www.minfo.lt/aktualijos/straipsnis/eduardas-vaitkus-mes-pradejome-kara-pries-rusija	541	Patikrinta 15min	https://www.15min.lt/naujiena/aktualu/pasaulis/praejus-daugiau-nei-metams-nuo-karo-pradzios-propogandininkai-toliau-tvirtina-kad-ji-pradejo-ne-v-putinas-57-2116302
UN_POL_20	Politika	Bulgarijos prezidentas Rumenas Radevas Ukrainos pergalę prieš Rusiją pavadino neįmanoma	Pasikėsinimas į Roberto Fico gyvybę yra kerštas už jo poziciją dėl Ukrainos	2024-05-21	https://bukimevieningi.lt/bulgarijos-prezidentas-rumenas-radevas-ukrainos-pergale-pries-rusija-pavadino-neimanoma/	172	Delfi melo detektorius	https://www.delfi.lt/news/melo-detektorius/melas/ar-tikrai-pasikesinimas-i-roberto-fico-gyvybe-yra-kerstas-uz-jo-pozicija-del-ukrainos-96522143
UN_UKR_20	Karas Ukrainoje	Plieninis Žmogus Robertas Ficas	Pasikėsinimas į Roberto Fico gyvybę yra kerštas už jo poziciją dėl Ukrainos	2024-05-16	https://mail.sputnik.lt/straipsnis/32471/plieninis-zmogus-robertas-ficas	303	Delfi melo detektorius	https://www.delfi.lt/news/melo-detektorius/melas/ar-tikrai-pasikesinimas-i-roberto-fico-gyvybe-yra-kerstas-uz-jo-pozicija-del-ukrainos-96522143
UN_POL_21	Politika	Teroro išpuolis Maskvoje ir Ukrainoje-islamo terorizmas	Teroro aktas Maskvoje yra Ukrainos darbas	0	https://77.lt/irasai/66014a7b1198b9539ee48096	676	Delfi melo detektorius	https://www.delfi.lt/news/melo-detektorius/klastote/ar-tikrai-arestovicius-pripazino-kad-teroro-aktas-maskvoje-yra-ukrainos-darbas-96259179
UN_POL_22	Politika	Kieno yra Krymas? Lenkijos prezidentas abejoja, ar Ukrainai pavyks jį atsiimti	Krymas nepriklauso Ukrainai	2024-02-05	https://77.lt/kieno-yra-krymas-lenkijos-prezidentas-abejoja-ar-ukrainai-pavyks-ji-atsiimti	1005	Delfi melo detektorius	https://www.delfi.lt/news/melo-detektorius/melas/ar-krymas-tikrai-nepriklauso-ukrainai-95862765
